SAMPLE_ID,Source,Source_path,Question,Answer
TRAIN_164,재정통계해설,./train_source/재정통계해설.pdf,정부는 언제 재정규모를 축소하고 언제 확대하는가?,"정부는 경기조절을 위해 경기가 호황일 때는 경기의 과열을 막기 위하여 재정규모를 축소하고, 불황일 때에는 경기 회복을 위해 재정규모를 확대합니다."
TRAIN_165,재정통계해설,./train_source/재정통계해설.pdf,통합재정수지 작성 방식이 어떻게 변화하였는가?,"1994년부터는 분기별로, 1999년 7월부터는 월별로 통합재정수지를 작성하고 있다."
TRAIN_166,재정통계해설,./train_source/재정통계해설.pdf,"관리재정수지는 어떻게 산출되며, 어떤 목적으로 사용되는가?","관리재정수지는 통합재정수지에서 사회보장성기금수지 흑자를 차감하여 산출되며, 당해연도의 실질적인 재정 상태를 파악하기 위해 사용된다."
TRAIN_167,재정통계해설,./train_source/재정통계해설.pdf,사회보장성기금수지 산출 시 어떤 기금을 대상으로 하는가?,"국민연금기금, 사립학교교직원 연금기금, 고용보험기금, 산업재해보상보험 및 예방기금"
TRAIN_168,재정통계해설,./train_source/재정통계해설.pdf,사회보장성기금은 정부가 어떤 목적을 위해 설치한 기금인가?,국민의 안정적 사회보장을 위해 사회보장 급여 지급을 목적으로 한다.
TRAIN_169,재정통계해설,./train_source/재정통계해설.pdf,사회보장성기금은 몇 개의 기금으로 관리되는가?,사회보장성기금은 6개의 기금으로 관리된다.
TRAIN_170,재정통계해설,./train_source/재정통계해설.pdf,기초재정수지란 무엇을 고려하여 작성되는 지표인가?,기초재정수지는 채무이행에 따른 이자지출을 고려하여 작성되는 지표이다.
TRAIN_171,재정통계해설,./train_source/재정통계해설.pdf,구조적 재정수지는 어떤 요인을 제거하여 재정건전성을 판단하는 지표로 활용되는가?,구조적 재정수지는 경기조정재정수지에서 일시적인 수입·지출 증감 요인을 제거하여 재정건전성을 판단하는 지표로 활용된다.
TRAIN_172,재정통계해설,./train_source/재정통계해설.pdf,국가채무(중앙정부)란 무엇을 의미하나요?,「국가재정법」에 명시되어 있는 국가채무(중앙정부)는 '국가의 회계 또는 기금이 부담하는 금전채무'를 의미한다.
TRAIN_173,재정통계해설,./train_source/재정통계해설.pdf,국가채무는 어떤 차입 형태로 구분되는가?,"국가채무는 국채, 차입금, 국고채무부담행위로 구분된다."
TRAIN_174,재정통계해설,./train_source/재정통계해설.pdf,국고채권은 어떤 목적으로 발행되는가?,국고채권은 중앙정부가 재정정책 수행에 필요한 자금을 마련하기 위해 발행된다.
TRAIN_175,재정통계해설,./train_source/재정통계해설.pdf,외국환평형기금채권은 왜 발행하는가?,외국환평형기금채권은 1998년 외환위기 이후 외환 보유액 확충을 위해 발행된다.
TRAIN_176,재정통계해설,./train_source/재정통계해설.pdf,국고채무부담행위는 어떤 상황에서 발생하는가?,국고채무부담행위는 국회 승인을 얻지 못한 상태에서 정부가 업무추진을 위해 예산 지출이 필요한 계약을 먼저 체결한 데 따른 지급의무로 발생한다.
TRAIN_177,재정통계해설,./train_source/재정통계해설.pdf,국가채무의 적자성 채무와 금융성 채무는 어떻게 구분되나요?,"적자성 채무는 국민의 세금으로 상환해야 하는 채무로, 대응자산이 없기 때문에 조세와 같은 국민 부담으로 상환되며, 금융성 채무는 융자금 회수, 자산매각 등 자체상환이 가능한 채무로, 채무와 동시에 자산이 생성되어 자체상환이 가능한 채무입니다."
TRAIN_178,재정통계해설,./train_source/재정통계해설.pdf,국가채무(D1)는 어떤 지표로 활용되는가?,국가채무(D1)는 중앙정부와 지방정부의 재정건전성 관리를 위한 지표로 활용된다.
TRAIN_179,재정통계해설,./train_source/재정통계해설.pdf,국가채무가 과다할 경우 어떤 위험이 발생할 수 있는가?,국가채무가 과다할 경우 재정의 위험 및 비용이 증가할 수 있다.
TRAIN_180,재정통계해설,./train_source/재정통계해설.pdf,국가채무관리와 관련된 대표적인 보고서는 무엇인가?,국가채무관리와 관련된 대표적인 보고서는 '국가 채무관리계획'과 '국가채무관리보고서'이다.
TRAIN_181,재정통계해설,./train_source/재정통계해설.pdf,일반정부부채(D2)의 포괄범위는 무엇인가?,"중앙정부의 일반회계, 특별회계, 기금과 비영리공공기관의 부채뿐만 아니라, 지방정부의 일반회계, 기타특별회계, 직영공기업특별회계, 비영리공공기관의 부채를 모두 포함합니다."
TRAIN_182,재정통계해설,./train_source/재정통계해설.pdf,일반정부부채(D2)의 회계기준은 무엇에 따라 작성되는가?,"일반정부부채(D2)의 회계기준은 '01 GFSM의 발생주의 기준에 따라 작성되며, 현금 주의 기준에 따라 작성되는 국가채무(D1)와 차이가 있다."
TRAIN_183,재정통계해설,./train_source/재정통계해설.pdf,우리나라는 언제부터 일반정부부채(D2)를 산출해 왔는가?,우리나라는 2011년부터 국가채무를 작성해 왔다.
TRAIN_184,재정통계해설,./train_source/재정통계해설.pdf,현금주의와 발생주의의 회계처리 방식에는 어떤 차이가 있는가?,"현금주의는 현금의 수입과 지출이 일어난 시점에 기록되고, 발생주의는 실질적으로 경제적 변동이 발생한 시점에 기록된다."
TRAIN_185,재정통계해설,./train_source/재정통계해설.pdf,공공부문부채(D3)는 어떤 범위를 포괄하는 지표인가?,"공공부문부채(D3)는 중앙 정부와 지방자치단체(지방교육재정)의 모든 회계·기금 및 비영리공공기관, 비금융 공기업을 부채를 포괄한다."
TRAIN_186,재정통계해설,./train_source/재정통계해설.pdf,국가채무를 산출하는 데 있어 현금주의와 발생주의의 차이는 무엇인가?,"발생주의 기준에서는 미지급비용과 지출 시기 또는 금액이 불확실하지만 지출 가능성이 높은 충당부채가 포함된다. 그리고 국가채무부담행위 중 계약만 이루어지고 재화나 서비스 제공을 받지 않은 경우, 현금 주의 하에서는 국가채무(D1)에서 채무로 인식하지만, 발생주의 하에서는 부채로 보지 않는다."
TRAIN_187,재정통계해설,./train_source/재정통계해설.pdf,국가채무 통계에서 국가채무(D1)와 일반정부부채(D2)의 차이는 무엇인가?,"국가채무(D1)는 중앙정부와 지방자치단체의 채무를 현금주의 기준으로 산출한 것이며, 일반정부부채(D2)는 발생주의 기준으로 산출한 국가채무(D1)와 비영리공공기관 단위를 포괄한 부채이다."
TRAIN_188,재정통계해설,./train_source/재정통계해설.pdf,국가채무 통계에서 공공부문부채(D3)는 어떤 기준으로 산출되는가?,공공부문부채(D3)는 PSDS에 기초하여 발생주의 기준으로 산출된 일반정부부채(D2)와 비금융공기업 단위를 포괄한 부채로 나타낸다.
TRAIN_189,재정통계해설,./train_source/재정통계해설.pdf,국가보증채무란 무엇을 의미하나요?,"국가보증채무는 주 채무자가 채무이행이 불가능한 경우, 국가가 대신해서 갚아야 하는 채무를 말하며, 지급 의무자가 국가로 확정된 것은 아니기 때문에 국가채무에 포함되지는 않음"
TRAIN_190,재정통계해설,./train_source/재정통계해설.pdf,국가보증채무가 국가채무와 어떻게 관련되어 있나요?,"국가보증채무는 국가채무의 범위에 포함되지 않지만, 대신 지급해야 할 사유가 발생하는 경우 국가채무로 전환되기 때문에 국가채무를 관리하는 주요 보조 지표이며, 잠재적 부채 중 하나임"
TRAIN_191,재정통계해설,./train_source/재정통계해설.pdf,2002년 공적자금상환대책에 따라 어떤 조치가 이루어졌는가?,2002년 공적자금상환대책에 따라 정부보증채무를 국채로 전환하여 2003년 이후 예금보험채권상환기금채권 및 부실채권정리기금채권이 감소하였다.
TRAIN_192,재정통계해설,./train_source/재정통계해설.pdf,총수입은 무엇을 포함하는가?,"국세, 세외수입, 기금수입 등을 통한 일반회계, 특별회계의 예산세입과 기금수입의 총합계에서 내부거래와 보전거래를 제외한 정부 수입을 포함한다."
TRAIN_193,재정통계해설,./train_source/재정통계해설.pdf,통합재정수입이란 무엇을 의미하는가?,IMF가 제시한 기준에 따라 융자와 기업특별회계 부분 수입을 순계로 합산한 수입을 의미한다.
TRAIN_194,재정통계해설,./train_source/재정통계해설.pdf,통합재정에서는 어떤 수입을 제외하고 기업특별회계의 영업수지 흑자만을 수입으로 포함하나요?,융자수입을 제외하고 기업특별회계의 영업수지 흑자만을 수입으로 포함합니다.
TRAIN_195,재정통계해설,./train_source/재정통계해설.pdf,통합재정에서 왜 금융활동 등 비 재정활동이 재정 규모에 포함되어 과대계산되는 문제가 발생하나요?,통합재정에서는 융자수입을 제외하고 기업특별회계의 영업수지 흑자만을 수입으로 포함하기 때문에 금융활동 등 비 재정활동이 재정 규모에 포함되어 과대계산되는 문제가 발생합니다.
TRAIN_196,재정통계해설,./train_source/재정통계해설.pdf,국세수입은 무엇을 의미하나요?,"국세는 과세 권한을 가진 중앙정부가 세목별 세법에 근거하여 부과·징수하는 세금을 말하며, 국세수입은 이로 인한 수입을 의미합니다."
TRAIN_197,재정통계해설,./train_source/재정통계해설.pdf,농어촌특별세와 주세는 어디에 사용되는가?,농어촌특별세와 주세는 각각 농어촌구조개선특별회계 및 국가균형발전특별회계 재원으로 사용된다.
TRAIN_198,재정통계해설,./train_source/재정통계해설.pdf,농어촌특별세와 주세의 소관기관은 무엇인가?,농어촌특별세와 주세의 소관기관은 각각 농림축산식품부와 기획재정부이다.
TRAIN_199,재정통계해설,./train_source/재정통계해설.pdf,"내국세에 포함되는 세목은 총 몇 개이며, 어떤 세목들이 포함되는가?","내국세에는 주세를 제외한 8개 세목이 포함되며, 소득세, 법인세, 부가가치세, 상속세, 증여세, 개별소비세, 증권거래세, 인지세가 포함된다."
TRAIN_200,재정통계해설,./train_source/재정통계해설.pdf,"관세는 어떤 조세이며, 어떤 기관이 관세 행정사무를 담당하는가?","관세는 수입되는 물건에 세금을 부과하는 조세이며, 관세 행정사무는 기획재정부 장관 소속의 관세청이 담당한다."
TRAIN_201,재정통계해설,./train_source/재정통계해설.pdf,목적세는 어떤 특징을 가지고 있는가?,"목적세는 특정한 사용 목적을 가지고 부과하는 조세로, 세수의 용도를 가리지 않고 사용할 수 있는 보통세와 반대되는 개념이다."
TRAIN_202,재정통계해설,./train_source/재정통계해설.pdf,국세 중 목적세에는 어떤 세목이 포함되어 있나요?,"국세 중 목적세에는 교통·에너지·환경세, 교육세, 농어촌특별세가 포함되어 있습니다."
TRAIN_203,재정통계해설,./train_source/재정통계해설.pdf,교통·에너지·환경세는 어떤 자원에 대해 부과되는 세금인가요?,교통·에너지·환경세는 자동차 연료인 휘발유와 경유에 대한 유류세로 부과됩니다.
TRAIN_204,재정통계해설,./train_source/재정통계해설.pdf,세외수입은 어떤 종류의 수입으로 구성되어 있나요?,"세외수입은 일반회계·특별회계 수입 중 조세 외의 수입으로, 행정서비스에 대한 공과금, 정부 재산에 대한 이용료, 벌금·과태료 성격의 수입 등으로 구성됩니다."
TRAIN_205,재정통계해설,./train_source/재정통계해설.pdf,기금수입은 무엇을 보유하고 운용하는 자금인가요?,"기금수입은 기금을 보유하고 운용하는 자금으로, 국가나 지방자치단체가 특정한 목적을 위하여 특정한 자금을 신축적으로 운용할 필요가 있을 때 법률로 설치된 자금입니다."
TRAIN_206,재정통계해설,./train_source/재정통계해설.pdf,기금운용에 대한 법적 제약은 어떻게 되는가?,"세입·세출예산과 달리 지출금액의 20%(금융성기금은 30%) 범위 내에서는 국회에 변경안을 제출하지 않고, 자금을 운용할 수 있어 사업의 신축적 운영이 가능(「국가 재정법」 제70조)"
TRAIN_207,재정통계해설,./train_source/재정통계해설.pdf,기금수입의 주요 원천은 무엇인가?,"기금수입은 부담금, 정부출연금 등 다양한 재원으로 조성되고, 성질에 따라 사회 보장기여금, 경상이전수입, 재산수입 등으로 구분"
TRAIN_208,재정통계해설,./train_source/재정통계해설.pdf,기금수입 중 부담금은 누구에게 부과되는가?,부담금은 원인행위자ㆍ수익자 부담 원칙에 따라 특정 공익 사업과 관련된 특정인(예: 환경오염물질 배출 사업자)에 대해 부과
TRAIN_209,재정통계해설,./train_source/재정통계해설.pdf,사회보장기여금이란 무엇인가?,사회보장기여금은 국가가 국민의 안정적인 삶을 위한 사회보장제도 사업을 수행하기 위해 징수하는 보험료 성격의 수입
TRAIN_210,재정통계해설,./train_source/재정통계해설.pdf,"조세부담률은 어떻게 정의되며, 어떻게 계산되는가?","국내총생산(경상GDP)에서 조세수입이 차지하는 비중으로 국민들의 조세부담 정도를 측정하는 지표이며, 조세부담률 = 조세수입/경상GDP = (국세수입+지방세수입)/경상GDP로 계산된다."
TRAIN_211,재정통계해설,./train_source/재정통계해설.pdf,조세 부담률과 국민부담률은 무엇을 기준으로 구분되나요?,조세 부담률과 국민부담률은 조세수입(국세와 지방세) 외에 사회보장기여금을 포함하는지 여부에 따라 구분됩니다.
TRAIN_212,재정통계해설,./train_source/재정통계해설.pdf,한국의 조세수입은 무엇을 의미하나요?,"조세수입은 정부 활동에 필요한 경비로 사용하기 위해 대가를 정하지 않고 국민에게 의무적으로 납부하도록 부과하는 금액으로, 재정수입을 의미합니다."
TRAIN_213,재정통계해설,./train_source/재정통계해설.pdf,한국의 조세법률주의 원칙은 어떻게 규정되어 있나요?,한국의 조세법률주의 원칙은 국민이 부담하는 조세의 종목과 세율은 법률로 정하도록 하는 내용을 담고 있습니다.
TRAIN_214,재정통계해설,./train_source/재정통계해설.pdf,조세는 어떤 기준에 따라 분류할 수 있나요?,"조세는 과세 주체, 세수의 용도, 다른 조세에 부가되는지 여부에 따라 분류할 수 있습니다. 과세 주체에 따라, 국가가 부과·징수하는 국세(「국세기본법」)와 지방자치단체가 국가로부터 과세권을 부여받아 부과·징수하는 지방세(「지방세기본법」)로 구분할 수 있다."
TRAIN_215,재정통계해설,./train_source/재정통계해설.pdf,한국의 조세수입은 부과 목적에 따라 어떻게 구분되나요?,한국의 조세수입은 국가 또는 지방자치 단체의 일반적 지출을 충당하기위해 부과되는 보통세와 특정 지출 목적에 한정되어있는 목적세로 구분됩니다.
TRAIN_216,재정통계해설,./train_source/재정통계해설.pdf,국민부담률은 어떻게 정의되는가?,"국민부담률은 국내총생산(경상GDP)에서 조세수입과 사회보장기여금이 차지하는 비중으로, 조세부담률과 함께 국민들의 부담 정도를 측정하는 대표적인 지표"
TRAIN_217,재정통계해설,./train_source/재정통계해설.pdf,국민부담률은 어떻게 계산되는가?,국민부담률 = 조세부담률 + 사회보장부담률 = (조세수입/경상GDP) + (사회보장기여금수입/경상GDP)
TRAIN_218,재정통계해설,./train_source/재정통계해설.pdf,총지출이란 무엇을 의미하나요?,총지출은 총수입에 대응되는 개념으로서 한 회계연도 동안 정부가 지출하는 돈의 총 규모를 의미합니다.
TRAIN_219,재정통계해설,./train_source/재정통계해설.pdf,기획재정부는 언제부터 중앙정부 재정지출 규모를 총지출 기준으로 산출하여 발표하기 시작했는가?,기획재정부는 2004년 「2005~2009년 국가재정운용계획」에 중앙정부 재정지출 규모를 총지출 기준으로 산출하여 발표하기 시작하였다.
TRAIN_220,재정통계해설,./train_source/재정통계해설.pdf,예산총계란 무엇을 말하나요?,"중앙정부의 재정지출 전체 금액을 말하며 일반회계, 특별회계의 지출을 전부 합산하는 방식으로 산출함"
TRAIN_221,재정통계해설,./train_source/재정통계해설.pdf,예산순계란 무엇인가?,예산순계는 중앙정부의 일반회계와 특별회계의 지출을 모두 합한 예산총계에서 중복 계산된 '회계간' 및 '회계내 계정간' 내부거래지출을 차감하여 구함
TRAIN_222,재정통계해설,./train_source/재정통계해설.pdf,총지출이란 무엇을 의미하나요?,"총지출은 재정의 지출규모를 의미하며, 예산 총계에서 금융성 기금 지출, 내부거래지출과 보전거래지출을 제외한 예산을 가리킵니다."
TRAIN_223,재정통계해설,./train_source/재정통계해설.pdf,"기금지출이란 무엇을 의미하며, 어떤 특징이 있나요?","기금지출은 기금의 한 회계연도 내에서의 지출을 의미하며, 기금은 예산 원칙의 제약을 벗어나 탄력적으로 운용할 수 있는 자금입니다. 기금은 일반·특별회계 예산과는 달리 계획 변경이 가능하고 여유자금을 운용할 수 있는 특징을 가지고 있습니다."
TRAIN_224,재정통계해설,./train_source/재정통계해설.pdf,기금은 기능 및 주체에 따라 어떻게 구분되는가?,"기금은 사회보험성기금, 계정성기금, 금융성기금, 사업성기금으로 구분된다."
TRAIN_225,재정통계해설,./train_source/재정통계해설.pdf,출자금 상환지출은 어떠한 목적으로 이루어지는가?,"출자금 상환지출은 국내 차입금 상환, 예수원리금 상환 등을 위해 이루어집니다."
TRAIN_226,재정통계해설,./train_source/재정통계해설.pdf,예비비는 무엇을 대비해 편성하는가?,예비비는 예측할 수 없는 지출로 인한 예산의 부족에 대비해 두는 비용입니다.
TRAIN_227,재정통계해설,./train_source/재정통계해설.pdf,예산편성 시 어떤 원칙을 따라 편성 예비비 사용이 이루어지는가?,"예산편성 시 예측불가능성, 시급성, 불가피성, 보충성의 원칙을 따라 편성 예비비 사용이 이루어짐"
TRAIN_228,재정통계해설,./train_source/재정통계해설.pdf,예비비 사용을 위해 국무회의 심의와 대통령 승인이 필요한 경우는 어떤 경우인가?,예비비 사용이 필요한 경우 국무회의 심의와 대통령 승인이 필요한 경우는 이미 확보된 예산을 활용한 후 부족분에 대하여 사용 예산 의결 이후에 예비비 사용이 필요한 경우임
TRAIN_229,재정통계해설,./train_source/재정통계해설.pdf,이월이란 무엇을 의미하는가?,이월은 세출예산 중 회계연도 내에 지출하지 못한 금액을 다음 회계연도의 세출 예산에 합산하여 반영하는 것을 의미함
TRAIN_230,재정통계해설,./train_source/재정통계해설.pdf,이월명세서를 작성하여 제출해야 하는 기한은 언제인가?,이월명세서를 작성하여 제출해야 하는 기한은 12월 31일 기준으로 작성하여 1월 31일까지 기획재정부장관과 감사원에 제출해야 함
TRAIN_231,재정통계해설,./train_source/재정통계해설.pdf,예산의 목적외 사용 금지 원칙에 대한 예외가 허용되는 경우는 어떤 경우인가?,"예산의 변경에 해당되는 이용, 전용, 조정, 이체는 예측하지 못했던 이유로 신축적인 예산운용이 필요할 경우에 대비하여 예산의 목적외 사용 금지 원칙에 대한 예외를 허용하는 경우임"
TRAIN_232,재정통계해설,./train_source/재정통계해설.pdf,"기금의 경우 특정 항목의 지출 금액을 얼마 이상 변경할 때 국회의 의결이 필요한가, 그리고 예산과 기금의 차이점은 무엇인가?","기금의 경우 주요 항목 지출 금액의 20%, 금융성기금의 경우 30% 이상 변경시 국회의 의결이 필요합니다. 예산은 모든 수입이 하나의 공통적인 일반재원으로 들어와서 모든 지출이 예산 통일의 원칙에 따라 이루어지는 반면, 기금은 특정한 목적의 사업 추진을 위해 출연금·부담금 등을 재원으로 하며, 특정 수입과 지출이 연계됩니다."
TRAIN_233,재정통계해설,./train_source/재정통계해설.pdf,"재정수지의 의미와 중요성은 무엇이며, 통합재정수지는 무엇인가?","재정수지는 국가재정의 건전성을 판단하기 위한 재정 지표로, 재정수입과 재정 지출의 차이를 의미합니다. 통합재정수지는 일반회계, 특별회계와 기금을 모두 포괄하여 총수입에서 총지출을 차감하여 산출하며, 순수한 정부 수입과 지출의 차이를 보여준다."
TRAIN_234,재정통계해설,./train_source/재정통계해설.pdf,기초재정수지와 구조적 재정수지는 각각 어떤 요인을 고려하여 작성되는 지표인가?,"기초재정수지는 채무이행에 따른 이자지출을 고려하여 작성되는 지표이며, 구조적 재정수지는 경기조정재정수지에서 일시적인 수입·지출 증감 요인을 제거하여 재정건전성을 판단하는 지표로 활용된다."
TRAIN_235,재정통계해설,./train_source/재정통계해설.pdf,국가채무(중앙정부)의 정의와 포함되는 요소는 무엇인가요?,"국가채무(중앙정부)는 '국가의 회계 또는 기금이 부담하는 금전채무'를 의미하며, 중앙정부의 일반회계, 특별회계, 기금이 부담하는 채무로 구성됩니다. 이에는 국채, 차입금, 국고채무 부담행위가 포함됩니다."
TRAIN_236,재정통계해설,./train_source/재정통계해설.pdf,"국가채무(D1)는 어떤 지표로 활용되며, 과다할 경우 어떤 위험이 발생하고, 관련된 대표적인 보고서는 무엇인가?","국가채무(D1)는 중앙정부와 지방정부의 재정건전성 관리를 위한 지표로 활용되며, 과다할 경우 재정의 위험 및 비용이 증가할 수 있다. 관련된 대표적인 보고서로는 '국가 채무관리계획'과 '국가채무관리보고서'가 있다."
TRAIN_237,재정통계해설,./train_source/재정통계해설.pdf,일반정부부채(D2)의 회계기준과 국가채무(D1)의 회계기준은 어떻게 다른가?,"일반정부부채(D2)의 회계기준은 '01 GFSM의 발생주의 기준에 따라 작성되며, 국가채무(D1)는 현금 주의 기준에 따라 작성된다."
TRAIN_238,재정통계해설,./train_source/재정통계해설.pdf,"농어촌특별세와 주세는 어디에 사용되며, 각각의 소관기관은 무엇인가?","농어촌특별세는 농어촌구조개선특별회계에, 주세는 국가균형발전특별회계 재원으로 사용된다. 농어촌특별세의 소관기관은 농림축산식품부이며, 주세의 소관기관은 기획재정부이다."
TRAIN_239,재정통계해설,./train_source/재정통계해설.pdf,"내국세에 포함되는 세목은 총 몇 개이며, 어떤 세목들이 포함되는가?","내국세에는 주세를 제외한 8개 세목이 포함되며, 소득세, 법인세, 부가가치세, 상속세, 증여세, 개별소비세, 증권거래세, 인지세가 포함된다."
TRAIN_240,재정통계해설,./train_source/재정통계해설.pdf,관세의 정의와 관세 행정사무를 담당하는 기관은 무엇인가?,"관세는 수입되는 물건에 부과하는 조세이며, 관세 행정사무는 기획재정부 산하 조직인 관세청이 담당한다."
TRAIN_241,재정통계해설,./train_source/재정통계해설.pdf,"국세 중 목적세에는 어떤 세목이 포함되어 있으며, 교통·에너지·환경세는 어떤 자원에 대해 부과되는 세금인가요?","국세 중 목적세에는 교통·에너지·환경세, 교육세, 농어촌특별세가 포함되어 있습니다. 교통·에너지·환경세는 자동차 연료인 휘발유와 경유에 대한 유류세로 부과됩니다."
TRAIN_242,재정통계해설,./train_source/재정통계해설.pdf,세외수입과 기금수입은 각각 어떤 종류의 수입으로 구성되어 있나요?,"세외수입은 일반회계·특별회계 수입 중 조세 외의 수입으로, 행정서비스에 대한 공과금, 정부 재산에 대한 이용료, 벌금·과태료 성격의 수입 등으로 구성됩니다. 기금수입은 기금을 보유하고 운용하는 자금으로, 국가나 지방자치단체가 특정한 목적을 위하여 특정한 자금을 신축적으로 운용할 필요가 있을 때 부과하며, 사회보장기여금, 부담금 등으로 구성됩니다."
TRAIN_243,재정통계해설,./train_source/재정통계해설.pdf,사회보장기여금의 정의와 그 목적에 대해 설명해주세요.,"사회보장기여금은 국가가 국민의 안정적인 삶을 위한 사회보장제도 사업을 수행하기 위해 징수하는 보험료 성격의 수입입니다. 이는 국민의 사회적 보호를 목적으로 하며, 다양한 사회보장 프로그램의 재원으로 사용됩니다."
TRAIN_244,재정통계해설,./train_source/재정통계해설.pdf,예산지출과 기금지출의 차이는 무엇인가요?,기금은 일반·특별회계 예산과는 달리 계획 변경이 가능하고 여유자금을 운용할 수 있는 특징을 가지고 있습니다.
TRAIN_245,재정통계해설,./train_source/재정통계해설.pdf,"이월이란 무엇을 의미하며, 이월명세서를 작성하여 제출해야 하는 기한은 언제인가?",이월은 세출예산 중 회계연도 내에 지출하지 못한 금액을 다음 회계연도의 세출 예산에 합산하여 반영하는 것을 의미합니다. 이월명세서를 작성하여 제출해야 하는 기한은 12월 31일 기준으로 작성하여 1월 31일까지 기획재정부장관과 감사원에 제출해야 합니다.
TRAIN_246,재정통계해설,./train_source/재정통계해설.pdf,"통합재정지출이란 무엇을 의미하며, 통합재정 통계를 작성하는 기준과 중요성은 무엇인가요?","통합재정지출은 정부의 모든 수입과 지출을 통합적으로 파악하는 회계 방식을 의미하며, 국가 재정운용의 건전성을 판단하고 재정정책의 기본 방향을 수립하는 자료로 활용됩니다. 통합재정 통계는 IMF의 GFSM에 따라 작성되며, 이를 통해 국가전체의 재정지출 규모와 재정수지를 파악하여 재정 운용의 국제 비교, 선진국 경험 참고 등으로 재정정책의 효율성 제고에 기여할 수 있다."
TRAIN_247,재정통계해설,./train_source/재정통계해설.pdf,"예산안 심의, 예산 집행, 결산 및 회계검사는 각각 어떤 과정을 의미하나요?","예산안 심의는 정부가 제출한 예산안을 국회가 심사하여 정부가 제안한 사업과 그 사업에 소요되는 예산을 재검토하고 예산 총액을 결정하는 과정입니다. 예산 집행은 국회의 결정으로 확정된 예산을 바탕으로 국가의 수입과 지출을 실행하고 관리하는 모든 행위를 의미합니다. 결산 및 회계검사는 예산의 집행이 종료된 후 한 회계연도 동안의 국가 수입과 지출의 실적을 확정적 계수로서 표시하고, 그 결과에 관한 사실을 확인 및 검증하는 과정입니다."
TRAIN_248,재정통계해설,./train_source/재정통계해설.pdf,예산과정의 전반적인 의미와 그 중요성은 무엇인가?,"예산과정은 정부가 효율적으로 재정을 관리하고 집행하는 데 필요한 일련의 절차를 의미한다. 이 과정은 예산안의 편성에서 시작하여 국회의 심의 및 확정, 각 부처의 예산 집행, 그리고 국회의 결산 승인에 이르기까지 포함된다. 예산과정은 정부의 재정 운용의 투명성을 보장하고, 국가의 재정적 책임을 강화하는 중요한 역할을 한다."
TRAIN_249,재정통계해설,./train_source/재정통계해설.pdf,"사회보장성기금수지를 산출하기 위해 어떤 기금들을 포함하며, 이 기금들은 정부에 의해 어떤 목적으로 설립되었는가?","사회보장성기금수지 산출에는 국민연금기금, 사립학교교직원 연금기금, 고용보험기금, 산업재해보상보험 및 예방기금 등이 포함됩니다. 이러한 기금들은 국민의 생활 안정과 사회보장을 강화하기 위해 설립되었으며, 주로 국민들에게 다양한 사회보장 혜택을 제공하는 데 필요한 재원을 확보하고 관리하는 것을 목적으로 합니다."
TRAIN_250,재정통계해설,./train_source/재정통계해설.pdf,"기초재정수지와 구조적 재정수지는 각각 어떤 경제적 요인을 고려하여 작성되는 지표이며, 이들 지표가 재정 정책에 어떻게 활용되는가?","기초재정수지는 총수입에서 총지출에서 이자수지를 뺀 값으로 정의할 수 있다. 이는 정부의 일반적인 재정 상태를 나타내는 지표로 사용된다. 구조적 재정수지는 경기 변동을 고려하지 않은 상태에서의 재정 상태를 나타내며, 경기조정재정수지에서 일시적인 수입 및 지출의 변동 요인을 제거한 후 계산된다. 이 지표는 재정 정책의 중장기적인 건전성을 평가하는 데 중요하게 활용된다."
TRAIN_251,재정통계해설,./train_source/재정통계해설.pdf,"국가채무(D1), 일반정부부채(D2), 공공부문부채(D3)의 각각의 정의와 이들 간의 차이점에 대해 설명해 주세요.","국가채무(D1)는 중앙정부와 지방자치단체의 채무를 현금주의 기준으로 산출한 총액을 의미하며, 일반정부부채(D2)는 중앙정부, 지방자치단체 뿐만 아니라 비영리공공기관의 부채까지 포함하여 발생주의 기준으로 산출한 부채입니다. 공공부문부채(D3)는 일반정부부채(D2)에 비금융공기업의 부채까지 추가하여 발생주의 기준으로 산출한 가장 포괄적인 부채 지표로, Public Sector Debt Statistics(PSDS)에 기초하여 산출됩니다."
