SAMPLE_ID,Source,Source_path,Question,Answer
TRAIN_252,재정통계해설,./train_source/재정통계해설.pdf,"국세 중 목적세에는 어떤 세목이 포함되어 있으며, 각각은 구체적으로 어떤 자원에 대해 부과되는 세금인가요?","국세 중 목적세에는 교통·에너지·환경세, 교육세, 농어촌특별세 등이 포함됩니다. 특히 교통·에너지·환경세는 자동차 연료인 휘발유와 경유에 대한 유류세로서, 이는 자동차 연료인 휘발유와 경유에 대한 유류세로서, 교통환경 개선에 주로 쓰이는 교통시설특별회계 등의 재원으로 사용됩니다. 교육세는 금융·보험업자의 수익 및 유류 소비 등에 부과되며, 지방교육재정교부금 등 교육재정 용도로 사용됩니다."
TRAIN_253,재정통계해설,./train_source/재정통계해설.pdf,사회보장기여금의 정의와 그 목적에 대해 자세히 설명해주세요.,"사회보장기여금은 국가가 국민의 안정적인 삶을 보장하기 위해 운영하는 사회보장제도의 재정을 마련하기 위해 징수하는 금액입니다. 이 기여금은 국민의 노후, 실업, 질병, 장애 등 다양한 사회적 위험으로부터 보호하기 위한 목적을 가지고 있으며, 연금, 건강보험, 고용보험 등의 다양한 사회보장 프로그램에 필요한 자금으로 사용됩니다. 이를 통해 국민 개개인이 경제적, 사회적 어려움에 직면했을 때 필요한 지원을 받을 수 있도록 돕습니다."
TRAIN_254,재정통계해설,./train_source/재정통계해설.pdf,국민부담률의 정의와 계산 방법에 대해 자세히 설명해 주세요.,"국민부담률은 국가의 재정 활동으로 인해 국민이 부담하는 경제적 부담의 총량을 나타내는 지표로, 국내총생산(GDP) 대비 조세수입과 사회보장기여금의 합계 비율로 정의됩니다. 이를 계산하기 위해서는 먼저 조세부담률과 사회보장부담률을 각각 구해야 합니다. 조세부담률은 경상 GDP 대비 조세수입의 비율로 계산되며, 사회보장부담률은 경상 GDP 대비 사회보장기여금 수입의 비율로 계산됩니다. 따라서 국민부담률은 조세부담률과 사회보장부담률을 합산하여 구할 수 있습니다."
TRAIN_255,재정통계해설,./train_source/재정통계해설.pdf,"정부의 예비비는 주로 어떤 상황에서 사용되며, 그 사용의 법적 기준은 무엇인가요?","정부의 예비비는 주로 예상치 못한 긴급 상황이나 자연재해, 경제 위기 등 예측 불가능한 상황에서 사용됩니다. 예비비의 사용은 국가재정법에 의해 엄격히 규제되며, 예비비 사용 시 대통령의 승인을 받아야 한다. 이는 예비비가 한정적이고 중요한 자원이기 때문에 효율적이고 적절한 사용이 이루어져야 하기 때문입니다."
TRAIN_256,국토교통부_전세임대(융자),./train_source/국토교통부_전세임대(융자).pdf,주택도시기금의 소관 기관은 무엇인가요?,국토교통부
TRAIN_257,국토교통부_전세임대(융자),./train_source/국토교통부_전세임대(융자).pdf,전세임대 정책은 어떤 근거로 추진되고 있는가?,"주택도시기금법 제9조, 공공주택 특별법 제3조의2 및 제45조의2"
TRAIN_258,국토교통부_전세임대(융자),./train_source/국토교통부_전세임대(융자).pdf,'17년 11월에 발표된 사회통합형 주거사다리 구축을 위한 주거복지로드맵에는 어떤 내용이 포함되어 있나요?,2017년 11월에 발표된 사회통합형 주거사다리 구축을 위한 주거복지로드맵에는 2018~2022년간 임차형 17만호 공급에 관한 내용이 포함되어 있습니다.
TRAIN_259,국토교통부_전세임대(융자),./train_source/국토교통부_전세임대(융자).pdf,'18년 7월에 발표된 신혼부부·청년 주거지원방안에는 어떤 내용이 포함되어 있나요?,"'18년 7월에 발표된 신혼부부·청년 주거지원방안에는 '신혼부부 전세임대Ⅱ, 기숙사형 신규 도입' 등이 포함되어 있습니다."
TRAIN_260,국토교통부_전세임대(융자),./train_source/국토교통부_전세임대(융자).pdf,주택지원 사업의 주요 시행주체는 누구인가?,"한국토지주택공사, 지방공사"
TRAIN_261,국토교통부_전세임대(융자),./train_source/국토교통부_전세임대(융자).pdf,2024년 전세임대(융자) 주택지원 사업의 수혜자는 어떤 조건을 충족해야 하는가?,"(1순위) 생계・의료급여 수급자, 보호대상 한부모가정 등, (2순위) 도시근로자 월평균소득의 50% 이하"
TRAIN_262,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,2024년 고용노동부의 청년 일자리 창출지원 사업의 확정 예산은 얼마인가요?,657680백만원
TRAIN_263,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,청년일자리창출지원 사업의 목적은 무엇인가요?,"청년 신규 일자리 창출을 통한 청년고용을 활성화하고, 청년취업 촉진 및 구인난 해소에 목적이 있습니다."
TRAIN_264,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,청년일자리도약장려금은 어떤 기업을 대상으로 지원하는가요?,5인 이상 우선지원 기업
TRAIN_265,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,청년일자리도약장려금은 어떤 조건을 충족해야 받을 수 있나요?,만 15~34세의 취업애로청년을 정규직으로 채용 후 6개월 이상 고용유지
TRAIN_266,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,한시적인 청년채용장려금 사업의 목적은 무엇인가?,"청년고용이 악화된 상황에서 청년실업 악화·장기화 가능성 등을 감안하여, 청년고용 활성화와 취업애로청년의 취업 촉진을 위해 '22~'24년에 한시적인 청년채용장려금 사업이 신설되었다."
TRAIN_267,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,'24년에 신설된 빈일자리청년취업지원금은 어떤 목적으로 만들어졌나요?,"24년에 빈일자리청년취업지원금은 빈일자리 업종에 취업한 청년에 대해 임금격차 해소, 생계부담 완화, 기업 구인난 해소 등을 위해 사업이 신설되었습니다."
TRAIN_268,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,청년 일자리 창출 지원 사업 중 청년일자리도약장려금과 빈일자리청년취업지원금의 사업기간은 어떻게 되는가?,"청년일자리도약장려금은 '22년~'24년까지 3년간, 빈일자리청년취업지원금은 '24년에 시범사업으로 진행된다."
TRAIN_269,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,2020년부터 2024년까지 청년 일자리 창출 지원 사업비는 어떻게 변화하고 있는가?,"청년 일자리 창출 지원 사업의 5년간의 사업비는 2020년 796,338, 2021년 1,121,166, 2022년 542,769, 2023년 889,078, 2024년 657,680으로 변화하고 있다."
TRAIN_270,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,청년일자리도약장려금 사업 집행절차는 어떤 단계로 되어 있나요?,"사업 집행절차에는 사업 참여신청, 기업 참여 승인, 청년 채용 및 지원금 신청, 지원금 지급 요청, 지원금 지급이 포함되어 있습니다."
TRAIN_271,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,빈일자리청년취업지원금의 추진절차에는 어떤 단계로 되어 있나요?,"빈일자리청년취업지원금의 추진절차에는 지원금 신청, 지원금 지급 요청, 지원금 지급이 포함되어 있습니다."
TRAIN_272,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,청년일자리도약장려금 관련해서 민간운영기관과 고용센터의 역할은 무엇인가요?,"민간운영기관은 참여기업의 참여신청 접수, 승인, 요건심사 등을 수행하며, 고용센터는 지원금의 지급을 담당합니다."
TRAIN_273,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,"2024년 고용노동부의 청년 일자리 창출지원 사업의 확정 예산은 몇백만원이며, 목적은 무엇인가요?","확정 예산은 657,680백만원이며, 그 목적은 청년 신규 일자리 창출을 통한 청년고용 활성화입니다."
TRAIN_274,고용노동부_청년일자리창출지원,./train_source/고용노동부_청년일자리창출지원.pdf,2024년 청년일자리도약장려금의 지원 대상기업과 수령 조건은 무엇인가요?,"지원 대상기업은 5인 이상 우선지원대상기업이며, 수령 조건은 만 15~34세의 취업애로청년을 정규직으로 채용 후 6개월 이상 고용유지해야 합니다."
TRAIN_275,고용노동부_내일배움카드(일반),./train_source/고용노동부_내일배움카드(일반).pdf,내일배움카드(일반)의 예산은 2022년부터 2024년까지 어떻게 변화하고 있는가?,"내일배움카드(일반)의 예산은 2022년 322,799백만원에서 2023년 518,815백만원으로 증가하고, 2024년에는 584,906백만원으로 더 증가하는 추세이다."
TRAIN_276,고용노동부_내일배움카드(일반),./train_source/고용노동부_내일배움카드(일반).pdf,2015년에 내일배움카드사업과 관련해서 통합된 제도는 무엇인가?,직업능력개발계좌제와 국가기간・전략산업직종훈련 운영방식이 통합되었다.
TRAIN_277,고용노동부_내일배움카드(일반),./train_source/고용노동부_내일배움카드(일반).pdf,내일배움카드사업 시행주체는 누구인가?,고용노동부(지방고용노동관서)
TRAIN_278,고용노동부_내일배움카드(일반),./train_source/고용노동부_내일배움카드(일반).pdf,내일배움카드(일반) 사업에서 돌봄서비스 특화훈련에 대한 지원은 무엇인가?,"노인 돌봄, 보육 등 중앙정부의 정책적, 제도적으로 양성이 필요한 분야에 대하여 특화훈련을 신설하여 훈련비 등을 지원한다."
TRAIN_279,고용노동부_내일배움카드(일반),./train_source/고용노동부_내일배움카드(일반).pdf,평생크레딧에 대한 사업 집행절차는 어떻게 이루어지는가?,"평생크레딧 사업은 훈련과정 선정, 훈련생의 국민내일배움카드 발급 및 훈련참여, 훈련비 등의 집행절차가 있습니다."
TRAIN_280,보건복지부_노인일자리 및 사회활동지원,./train_source/보건복지부_노인일자리 및 사회활동지원.pdf,노인일자리 및 사회활동 지원 사업의 예산 총괄표에서 2023년 예산은 몇백만원인가요?,"1,540,016백만원입니다."
TRAIN_281,보건복지부_노인일자리 및 사회활동지원,./train_source/보건복지부_노인일자리 및 사회활동지원.pdf,노인일자리 및 사회활동 지원 사업의 2024년 예산 확정액은 몇백만원인가요?,"2,026,370백만원입니다."
TRAIN_282,보건복지부_노인일자리 및 사회활동지원,./train_source/보건복지부_노인일자리 및 사회활동지원.pdf,노인일자리 및 사회활동지원 사업의 목적은 무엇인가요?,취약노인의 소득보충 및 건강하고 의미있는 노후생활을 위하여 노인일자리 등 다양한 사회활동 지원
TRAIN_283,보건복지부_노인일자리 및 사회활동지원,./train_source/보건복지부_노인일자리 및 사회활동지원.pdf,보건복지부의 노인일자리 및 사회활동지원 사업 수혜자는 누구인가?,보건복지부의 노인일자리 및 사회활동지원 사업 수혜자는 만 65세 이상 (일부 유형은 만 60세 이상)인 노인들이다.
TRAIN_284,보건복지부_노인일자리 및 사회활동지원,./train_source/보건복지부_노인일자리 및 사회활동지원.pdf,보건복지부의 노인일자리 및 사회활동지원 사업의 보조율 법적 근거는?,보조금 관리에 관한 법률에 근거한다.
TRAIN_285,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,창업사업화지원 사업의 2022년 결산 기준 예산 규모는 얼마인가?,"2022년 창업사업화지원 사업의 결산 기준 예산 규모는 432,824백만원이다."
TRAIN_286,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,창업사업화지원의 사업목적은 무엇인가?,"창업사업화지원의 사업목적은 창업기업의 성장단계별, 초격차 분야별, 글로벌화 지원체계를 구축‧운영하여 혁신 기술창업을 활성화하고 창업기업 성장 및 생존율 제고하는 것이다."
TRAIN_287,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,창업사업화지원 사업의 법령상 근거는 무엇인가요?,「중소기업창업 지원법」 제10조(창업 활성화 지원사업의 추진 등)과 「기술의 이전 및 사업화 촉진에 관한 법률」 제15조(기술이전ㆍ사업화 촉진사업의 추진)
TRAIN_288,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,언제 청년 일자리 대책의 일환으로 기술혁신 기반 예비창업자의 사업화를 지원하는 '기술혁신형 창업기업 지원사업'이 신설되었나요?,"기술혁신형 창업기업 지원사업(현, 예비창업패키지)'은 '18년에 신설되었습니다."
TRAIN_289,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,어떤 전략에 따라 4차산업혁명 분야와 비대면 분야가 중점 육성산업으로 선정되었나요?,제2벤처붐 확산 전략에 따라 4차산업혁명 분야와 비대면 분야가 중점 육성산업으로 선정되었습니다.
TRAIN_290,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,초격차 스타트업 1000 프로젝트란?,"국정과제(32번, 예비창업부터 글로벌 유니콘까지 완결형 벤처생태계 구현) 및 새정부 경제 정책 방향(신산업육성)에 따라 신산업 분야 글로벌 유망 스타트업을 발굴‧육성하는 프로젝트입니다."
TRAIN_291,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,대학발 창업 및 신산업 중심의 첨단기술‧딥테크 창업 활성화와 관련된 국정과제는?,국정과제 32번(예비창업부터 글로벌 유니콘까지 완결형 벤처생태계 구현)
TRAIN_292,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,"2024년 중소벤처기업부의 창업사업화 지원사업규모는 얼마이며, 몇 개의 창업기업이 지원받는가?","377,656백만원이며, 창업기업 3,500개사가 지원받는다."
TRAIN_293,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,2024년 중소벤처기업부의 창업사업화지원 사업에서 어떤 기관들이 사업시행주체로 참여하는가?,"중소벤처기업부, 창업진흥원이 사업시행주체이다."
TRAIN_294,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,중소벤처기업부의 창업사업화지원 사업 집행절차에서 사후관리를 담당하는 부서는 무엇인가?,사후관리는 중소벤처기업부와 주관기관이 담당한다.
TRAIN_295,중소벤처기업부_창업사업화지원,./train_source/중소벤처기업부_창업사업화지원.pdf,중소벤처기업부의 창업사업화지원 사업 집행절차에서 예비창업자ㆍ창업ㆍ벤처기업과 주관기관이 관여하는 부분은 무엇인가?,예비창업자ㆍ창업ㆍ벤처기업과 주관기관은 창업 및 사업화 부분에 관여한다.
TRAIN_296,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,보건복지부의 생계급여지원 사업은 국고보조율의 비중이 어떻게 되나요?,"국고보조율은 서울이 40~60%, 지방이 70~90%로 결정됩니다."
TRAIN_297,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여의 사업목적은 무엇인가?,생계유지 능력이 없거나 생활이 어려운 자에게 필요한 생계급여 지급을 통해 최저생활 보장 및 사회복지 향상에 기여하는 것이다.
TRAIN_298,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여 사업에서 기초생활보장관리를 위해 어떤 활동을 추진하고 있는가?,"기초생활보장관리를 위해 위원회 개최, 지자체 교육‧점검, 제도개선 연구, 사업 홍보, 우수공무원 포상 등의 활동을 추진하고 있다."
TRAIN_299,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여와 관련된 법령상 근거는 무엇인가?,생계급여와 관련된 법령상 근거는 「국민기초생활보장법」제7조 ~ 제10조에 명시되어 있다.
TRAIN_300,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,국민기초생활보장법에 따른 급여의 종류는 무엇인가?,"생계급여, 주거급여, 의료급여, 교육급여, 해산급여, 장제급여, 자활급여"
TRAIN_301,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여의 수급권자는 어떤 조건을 충족해야 하는가?,"부양의무자가 없거나, 부양의무자가 있어도 부양능력이 없거나 부양을 받을 수 없는 사람이며 소득인정액이 생계급여 선정기준 이하인 사람"
TRAIN_302,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여 선정기준은 어떻게 되는가?,기준 중위소득의 100분의 30 이상으로 한다.
TRAIN_303,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여는 어떤 방법으로 이루어지나요?,"생계급여는 금전을 지급하는 것으로 이루어집니다. 다만, 금전으로 지급할 수 없거나 금전으로 지급하는 것이 적당하지 않다고 판단될 경우 물품을 지급할 수도 있습니다."
TRAIN_304,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여의 수급품은 어떻게 정해지나요?,"대통령령으로 정하는 바에 따라 매월 정기적으로 지급되며, 특별한 경우에는 지급방법을 다르게 정할 수 있습니다."
TRAIN_305,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여를 받는 사람에게 직접 지급되나요?,"수급자에게 직접 지급되며, 보장시설이나 타인의 가정에 위탁하여 생계급여를 실시하는 경우에는 위탁받은 사람에게 지급될 수 있습니다."
TRAIN_306,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여는 소득인정액 등을 고려하여 어떻게 지급될 수 있나요?,보건복지부장관이 정하는 바에 따라 수급자의 소득인정액 등을 고려하여 차등지급될 수 있습니다.
TRAIN_307,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,근로능력이 있는 수급자에게 생계급여를 실시하는 방법은?,"보장기관은 대통령령으로 정하는 바에 따라 근로능력이 있는 수급자에게 자활에 필요한 사업에 참가할 것을 조건으로 하여 생계급여를 실시할 수 있으며, 이 경우 보장기관은 제28조에 따른 자활지원계획을 고려하여 조건을 제시하여야 합니다."
TRAIN_308,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,2006년 7월 부양의무자 소득기준이 어떻게 변화하였는가?,부양의무자 소득기준이 최저생계비 120%에서 130%로 상향조정되었습니다.
TRAIN_309,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,외국인 배우자 수급권 부여는 언제부터 시행되었는가?,외국인 배우자 수급권 부여는 2007년 1월 1일부터 시행되었습니다.
TRAIN_310,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,기준 중위소득 산출방식 개편방안이 언제 마련되었나요?,기준 중위소득 산출방식 개편방안은 2020년 7월에 마련되었습니다.
TRAIN_311,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여 부양의무자 기준이 언제 전면 폐지되었나요?,생계급여 부양의무자 기준은 2021년 10월에 전면 폐지되었습니다.
TRAIN_312,보건복지부_생계급여,./train_source/보건복지부_생계급여.pdf,생계급여 사업시행주체는 누구인가요?,생계급여 사업시행주체는 보건복지부와 지자체입니다.
TRAIN_313,국토교통부_소규모주택정비사업,./train_source/국토교통부_소규모주택정비사업.pdf,주거환경 개선 및 신속한 주택공급을 위해 어떤 사업이 시행되는가?,가로주택정비사업과 자율주택정비사업이 시행됩니다.
TRAIN_314,국토교통부_소규모주택정비사업,./train_source/국토교통부_소규모주택정비사업.pdf,가로주택정비사업이란?,노후.저층 주거지 내 노후.불량건축물 밀집 구역에 거주하는 주민들이 조합을 구성하여 1만m²미만의 소규모로 시행하는 소규모 정비사업으로 서사업비 일부를 융자지원하여 주거환경 개선 및 신속한 주택공급 가능하게 하는 것이다.
TRAIN_315,국토교통부_소규모주택정비사업,./train_source/국토교통부_소규모주택정비사업.pdf,소규모주택정비사업에서 이차보전은 어떤 목적으로 지원되는가?,이차보전은 원활한 사업비 조달 및 신속한 주택공급을 위해 정책금리와 협약금리 차이 일부를 지원하는 것입니다.
TRAIN_316,국토교통부_소규모주택정비사업,./train_source/국토교통부_소규모주택정비사업.pdf,소규모주택정비사업에서 정책금리와 협약금리의 차이는 최대 얼마까지 지원되는가?,최대 2%까지 지원됩니다.
TRAIN_317,국토교통부_소규모주택정비사업,./train_source/국토교통부_소규모주택정비사업.pdf,「도시 및 주거환경정비법」내 '가로주택정비사업'이 도입된 시기는?,2012년 2월입니다.
TRAIN_318,국토교통부_소규모주택정비사업,./train_source/국토교통부_소규모주택정비사업.pdf,"소규모주택정비사업에서 애로요인을 해소하기 위해 가로주택정비사업 금융지원을 강화하였는데, 어떤 대책을 통해 개선하려고 하는가?","민간자금 조달 시, 기금과의 금리차(2.3~3.8%p) 일부를 보전(약 2%p)하는 이차보전 제도를 신설 추진"
TRAIN_319,국토교통부_소규모주택정비사업,./train_source/국토교통부_소규모주택정비사업.pdf,소규모주택정비사업에서 수혜자는 누구인가?,"노후, 불량건축물 밀집구역 거주 주민"
TRAIN_320,국토교통부_민간임대(융자),./train_source/국토교통부_민간임대(융자).pdf,민간임대(융자) 사업 중 공공지원민간임대 내역사업의 사업목적은 무엇인가요?,"공공지원민간임대 사업의 목적은 주거지원계층 및 무주택 서민 등의 주거안정을 위해, 장기간 거주 가능하고 임대료도 안정적으로 관리되는 전용면적 85㎡ 이하의 공공지원민간임대주택의 건설 및 매입 자금의 일부를 융자 지원하는 것이다. 또한,  전용면적 85m² 이하의 장기일반민간임대주택 및 단기민간임대주택을 건설하려는 임대사업자 에게 건설비용의 일부를 융자 지원한다."
TRAIN_321,국토교통부_민간임대(융자),./train_source/국토교통부_민간임대(융자).pdf,사업근거는 어떤 법령에 근거하고 있나요?,"- 주택도시기금법 제9조제1항제9호
- 민간임대주택에 관한 특별법 제4조"
TRAIN_322,국토교통부_민간임대(융자),./train_source/국토교통부_민간임대(융자).pdf,민간임대(융자) 사업에서 주거복지로드맵을 발표한 시점은?,2017년 11월 29일입니다.
TRAIN_323,국토교통부_민간임대(융자),./train_source/국토교통부_민간임대(융자).pdf,"민간임대(융자) 사업에서 기업형 임대사업자 육성방안은 언제 발표되었고, 그 내용은 무엇인가?",2015년 1월 13일에 민간임대리츠 1만호 공급 계획을 발표하였다.
TRAIN_324,국토교통부_민간임대(융자),./train_source/국토교통부_민간임대(융자).pdf,민간임대(융자) 사업 수혜자로 지정된 그룹은 무엇인가?,"무주택 임차가구 및 청년·신혼부부·고령자(장기임대 등, 준주택전세전환지원) 서민·중산층이 사업 수혜자로 지정되었습니다."
TRAIN_325,국토교통부_민간임대(융자),./train_source/국토교통부_민간임대(융자).pdf,민간임대(융자) 사업시행주체는 누구인가?,사업시행주체는 민간임대사업자입니다.
TRAIN_326,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,어떤 경우에 조기재취업 직업능력개발수당을 받을 수 있나요?,"구직급여 수급자가 직업안정기관의 장이 지시한 직업능력개발 훈련 등을 받는 경우 훈련참여기간에 1일 7,530원 지급"
TRAIN_327,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,구직급여 수급자는 어떤 조건에서 광역구직활동비를 받을 수 있나요?,구직급여 수급자가 직업안정기관의 소개에 따라 거주지에서 25km 이상 떨어진 곳에서 구직활동을 하면 교통비 등이 지급된다.
TRAIN_328,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,구직급여 수급자는 어떤 조건에서이주비를 지원받을 수 있나요?,구직급여 수급자가 취업으로 인해 거주지를 이전할 필요성이 있다고 인정되는 경우 화물운송 실비 등을 지급한다.
TRAIN_329,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,이주비의 지급 조건은 무엇인가요?,이주비는 수급자격자가 취업하거나 직업안정기관의 장이 지시한 직업능력개발 훈련 등을 받기 위해 주거를 이전하는 경우에 대통령령으로 정하는 기준에 따라 직업안정기관의 장이 필요하다고 인정하면 지급할 수 있습니다.
TRAIN_330,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,고용보험법은 언제 제정되었나요?,고용보험법은 1993년 12월에 제정되었습니다.
TRAIN_331,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,고용보험사업에 따른 급여는 언제부터 지급되기 시작했나요?,고용보험사업(실업급여 등) 시행 이후 1996년부터 지급되기 시작했습니다.
TRAIN_332,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,고용보험사업의 사업시행주체는 누구인가요?,고용보험사업의 사업시행주체는 고용노동부(고용센터)입니다.
TRAIN_333,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,사업 집행절차에서 조기재취업수당을 받기 위해 필요한 절차는 무엇인가요?,"조기재취업수당을 받기 위해는 조기재취업수당 신청서 제출, 지급요건 확인, 조기재취업수당 지급 등의 절차가 필요합니다."
TRAIN_334,고용노동부_조기재취업수당,./train_source/고용노동부_조기재취업수당.pdf,직업능력개발 수당을 받기 위해 어떤 절차를 거쳐야 하나요?,"직업능력개발 수당을 받기 위해서는 수당 신청서를 제출하고, 서류심사와 심의위원회 등의 절차를 거쳐 지급요건을 확인받아야 한다."
TRAIN_335,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,작성 대상 60개 중앙관서 중에서 2024년에 전략 목표와 프로그램목표가 몇 개씩 있는지 알 수 있을까요?,"전략 목표는 187개, 프로그램목표는 475개입니다."
TRAIN_336,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년도 성과지표는 총 몇 개로 구성되어 있나요?,2024년도 성과지표는 총 507개로 구성되어 있습니다.
TRAIN_337,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 성과지표의 투입지표는 몇 개로 구성되어 있나요?,성과지표의 성격에 따라 투입지표는 21개로 구성되어 있습니다.
TRAIN_338,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 성과지표의 결과지표는 몇 개로 구성되어 있나요?,성과지표의 성격에 따라 결과지표는 355개로 구성되어 있습니다.
TRAIN_339,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 성과지표의 측정여부에 따라 정량지표는 몇 개로 구성되어 있나요?,성과지표의 측정여부에 따라 정량지표는 375개로 구성되어 있습니다.
TRAIN_340,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년도 산업통상자원부 프로그램 목표의 성과지표 중 정량지표의 수는 몇 개인가?,프로그램 목표의 성과지표 중 정량지표의 수는 25개이다.
TRAIN_341,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국민의 기본적 생활보장 내실화를 위한 성과지표 중 2024년 상대적 빈곤율의 목표치는 몇 퍼센트인가?,상대적 빈곤율의 목표치는 13.6%이다.
TRAIN_342,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,노숙인의사상자 지원 프로그램의 성과지표 중 2024년 노숙인시설 종사자 교육 참여율의 목표치는 몇 퍼센트인가?,노숙인시설 종사자 교육 참여율의 목표치는 36%이다.
TRAIN_343,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,장애인 생활안정 및 재활 지원 프로그램의 성과지표 중 2024년 장애인 현금급여 수급률의 목표치는 몇 퍼센트인가?,장애인 현금급여 수급률의 목표치는 29.25%이다.
TRAIN_344,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과계획서에 따른 '효율적 국정수행을 지원하기 위해 정보화 역량을 제고한다'는 프로그램목표의 성과지표 중 2024년 정보서비스 가용성의 목표치는 얼마인가?,99.90%
